epoch,num_min,num_max,denom_min,denom_max
1,0.0290765,332.6234436,0.044571958,1497.47168
1,0.008090057,330.5718384,0.049661901,1484.473145
2,0,509.9226074,0.03299756,1628.710327
2,0,496.5610046,0.055012029,1639.282349
2,0,566.8371582,0.047180336,2329.766113
2,0,575.0144653,0.047594063,2399.142822
2,0,412.4117126,0.035884701,1559.639526
2,0,458.1541443,0.029078953,1863.016113
2,0,484.6641235,0.015670227,1955.885254
2,0,530.2024536,0.048374828,2174.274414
2,0,490.9386902,0.029536292,1935.540283
2,0,434.2825317,0.042744614,1966.418457
2,0,439.8771973,0.03975112,1516.720825
2,0,436.0428162,0.027261365,1514.812866
2,0,424.6513672,0.030348986,1567.887817
2,0,431.0780334,0.021837363,1639.799194
2,0,527.8140869,0.004912312,1994.39209
2,0,538.4644165,0.002746954,2137.545654
2,0,441.5678406,0.000329899,1631.331299
2,0,448.2947998,0.001715492,1765.772217
2,0,390.1802673,0.004823899,1797.141602
2,0,429.5312195,0.00463522,2175.103271
2,0,443.8397827,0.019810844,1580.279907
2,0,482.5619812,0.022595059,1881.502319
2,0,456.6396179,0.031968787,2018.231201
2,0,485.5887756,0.031763285,2259.678467
2,0,559.1838379,0.041622981,2168.184082
2,0,528.2365112,0.050089527,2178.803711
2,0,529.3233032,0.035554614,2335.851807
2,0,501.4547424,0.033210326,2346.496094
2,0,601.6685181,0.018676193,2353.534424
2,0,568.7359619,0.012718691,2363.505615
2,0,575.7739868,0.037127476,2464.956543
2,0,560.7544556,0.036919594,2632.656006
2,0,453.5249634,0.033469226,1865.209717
2,0,444.5786438,0.049648233,1905.816772
2,0,494.6712341,0.059344374,1935.918945
2,0,504.9923401,0.041489433,2093.392334
2,0,594.692627,0.049338128,2254.858643
2,0,628.9873047,0.014225234,2378.074707
2,0,703.0465698,0.037153773,3090.338867
2,0,719.2140503,0.028208977,3370.007568
2,0,691.21698,0.028106099,3098.790527
2,0,652.8701172,0.031364761,3117.435791
2,0,507.6777649,0.048814435,1770.595459
2,0,493.7472839,0.030306069,1852.849609
2,0,370.7090759,0.037636124,2462.503174
2,0,342.6821594,0.020453149,2170.948975
2,0,348.6169128,0.020975415,1744.42981
2,0,360.3559875,0.017911682,1823.962646
2,0,381.5164795,0.016717367,1967.112183
2,0,396.0752563,0.028774759,2180.376465
2,0,455.5392151,0.032670833,2420.865234
2,0,489.1462402,0.024568487,2759.2854
2,0,428.6915283,0.031755537,1732.28064
2,0,440.9931335,0.023725232,1932.541016
2,0.001430914,434.3153992,0.025320271,1696.267212
2,0.005688621,447.1536865,0.011871316,1857.128296
2,6.07E-06,424.3119507,0.006496564,2097.125488
2,0,416.6141052,0.012503777,2081.637939
2,0,397.4283447,0.017355805,2029.910645
2,0,382.8558044,0.024225231,1928.59375
2,0,497.6041565,0.006273721,2064.265137
2,0,490.4476013,0.007320207,2156.745361
2,0,444.4669495,0.01345441,1875.795654
2,0,456.7698975,0.014109066,1955.767944
2,0,453.3658142,0.018083006,1694.403442
2,0,475.1797791,0.024263492,1821.54834
2,0.000760442,399.7810059,0.011691623,1812.867676
2,0,397.9518738,0.033808783,1852.331543
2,0,447.5979309,0.031347096,1810.97937
2,0,440.8429565,0.054432414,1783.888794
2,0,427.0892334,0.060330037,2003.387329
2,0,417.8410339,0.049407516,1972.776733
2,0,473.0783997,0.045975372,2045.724854
2,0,475.8358154,0.052802242,2134.426514
2,0,346.8014832,0.052408725,1165.438843
2,0,354.8963318,0.063280202,1218.826904
2,0,387.2037964,0.055781592,1738.415161
2,0,392.14505,0.04629511,1847.926025
2,0.007360924,336.2373047,0.08285667,1691.408936
2,0.000116136,342.2305603,0.045810677,1586.95105
3,0,413.7196045,0.01903831,1510.803589
3,0,416.0457153,0.045037344,1570.418945
3,0,525.0167236,0.035280917,2592.803955
3,0,531.3538818,0.037506472,2603.123291
3,0,352.7111511,0.033163205,1931.24353
3,0,383.6956787,0.042778309,2250.848145
3,0,416.5388794,0.028254531,2084.8396
3,0,462.7208862,0.047215108,2452.126709
3,0,467.6034546,0.050897434,2208.934082
3,0,464.7373047,0.067659236,2174.250488
3,0,368.7599182,0.064009018,1352.564941
3,0,377.8933716,0.074821636,1305.287964
3,0,356.2973328,0.060831845,1540.102051
3,0,362.8155823,0.045213085,1493.685913
3,0,495.2686157,0.01704145,2009.07251
3,0,503.4894409,0.007487117,2111.88916
3,0,385.608429,0.01900964,1611.895874
3,0,396.4106445,0.036992718,1743.602661
3,0,358.7296143,0.02453672,1540.14624
3,0,386.9439392,0.037670963,1743.602417
3,0,365.7789307,0.04432556,1506.762085
3,0,380.5545349,0.037445609,1582.852051
3,0,424.4311523,0.051660493,1959.615479
3,0,458.1169739,0.045202114,2072.185791
3,0,479.8575745,0.049091071,1692.193726
3,0,458.5084534,0.071255989,1669.151367
3,0,385.4341736,0.044610608,1796.145142
3,0,368.4970398,0.051294968,1779.951294
3,0,466.0639343,0.061602242,2090.644775
3,0,420.8390198,0.031468384,1862.890991
3,0,461.1694946,0.033081811,1786.111938
3,0,457.5097351,0.051451318,1876.666992
3,0,351.5683594,0.05070911,1424.022461
3,0,348.3806152,0.066316433,1476.26062
3,0,373.206665,0.07331229,1693.477417
3,0,377.7046814,0.061055858,1778.515991
3,0,481.2966003,0.059752986,1895.980103
3,0,480.6732178,0.025302207,1951.321899
3,0,538.6175537,0.042081852,2532.125732
3,0,538.4985962,0.047090869,2633.816895
3,0,534.7935791,0.045900244,2616.811035
3,0,523.7667236,0.055862628,2640.961914
3,0,386.9562073,0.04694961,1483.392578
3,0,386.1364136,0.035599664,1531.697754
3,0,267.7820129,0.050700769,1753.29895
3,0,258.3227844,0.029781356,1645.517334
3,0,267.1525879,0.011342937,1204.1604
3,0,270.7928162,0.016233476,1293.965698
3,0,285.4354858,0.036017552,1467.962646
3,0,297.6196899,0.039620277,1556.783813
3,0,377.1499939,0.027304774,1919.370728
3,0,403.1752625,0.023827633,1984.269653
3,0,313.3893738,0.03225217,1288.026489
3,0,321.943634,0.042877004,1292.855225
3,0.000351201,325.2738342,0.047251716,1244.058716
3,0.001215529,341.6578369,0.042208321,1342.434814
3,0,347.8362122,0.032204751,1350.583862
3,0,360.2815247,0.027949261,1411.49231
3,0,317.1576843,0.030867632,1376.367798
3,0,328.3074341,0.021181295,1350.455811
3,0,412.7817383,0.004722745,1448.775024
3,0,390.0653687,0.025849467,1435.560425
3,0,356.8370972,0.039466079,1238.623291
3,0,357.1735535,0.018412355,1211.440796
3,0,370.8428955,0.009943296,1160.36377
3,0,388.0985718,0.003738265,1220.11792
3,0,328.0821228,1.67E-05,1382.49585
3,0,309.1898193,0.064771004,1283.651611
3,4.41E-06,340.2206116,0.064068697,1411.304321
3,0,331.927124,0.098337501,1364.873657
3,0,317.7926331,0.06978675,1326.181641
3,0,317.9600525,0.053031504,1193.865723
3,0,374.5384827,0.069482096,1321.650879
3,0,385.7674561,0.034379758,1403.828979
3,0,312.4664001,0.033698112,692.5497437
3,0,316.629425,0.059906051,713.6068726
3,0,319.6071777,0.049426593,939.3250122
3,0,302.8373718,0.072465122,903.8641357
3,8.23E-07,287.5778198,0.117998205,960.9588623
3,0,282.5065308,0.11285498,898.0330811
4,0,301.4503174,0.080541104,777.6759644
4,0,292.1954346,0.04666473,826.7128906
4,0,398.257782,0.03746907,1450.978271
4,0,397.0420532,0.024969004,1460.689087
4,0,268.9579773,0.033901084,1055.776245
4,0,285.3359375,0.055594463,1229.491943
4,0,324.0245361,0.037760824,1351.494263
4,0,336.497467,0.041897465,1501.953491
4,0,349.9535522,0.055850208,1410.637207
4,0,347.1194153,0.05407704,1446.744141
4,0,275.3023376,0.048315451,1108.024536
4,0,276.7704468,0.042520531,1051.763794
4,0,266.2030029,0.04625285,899.6422729
4,0,268.9625244,0.037392784,961.3588257
4,0,366.2911377,0.046149541,1247.563599
4,0,365.2091675,0.036980733,1306.738403
4,0,269.1998291,0.043434147,979.2858887
4,0,272.8632813,0.055967808,1029.836548
4,0,264.0571289,0.048548337,831.0817261
4,0,281.6122742,0.047214147,955.8416748
4,0,253.4038086,0.057015482,925.1286011
4,0,274.3865356,0.036979325,1003.836792
4,0,316.7742004,0.041919332,1087.101074
4,0,339.3296509,0.02721574,1257.070068
4,0,346.9303284,0.03349166,1042.285156
4,0,339.8382568,0.036826663,1071.804199
4,0,279.186554,0.025277818,1056.143799
4,0,263.2472534,0.029395161,1054.539795
4,0,306.1766052,0.020866882,1121.998047
4,0,287.1748047,0.031092642,1048.311035
4,0,344.1844482,0.040253669,977.7601318
4,0,337.5672913,0.043787751,1028.896606
4,0,240.3271484,0.045588203,1115.420044
4,0,236.1362152,0.071496658,1117.561279
4,0,257.9672241,0.055197865,943.8289795
4,0,256.9506226,0.043826111,969.3674316
4,0,342.6380615,0.054205105,1304.470703
4,0,342.3469849,0.030937428,1296.67688
4,0,372.8213196,0.036053631,1395.703125
4,0,380.5755615,0.026625918,1523.707642
4,0,339.383667,0.02054772,1375.453003
4,0,330.847229,0.026456565,1390.920898
4,0,270.9201355,0.029807774,884.9224854
4,0,264.3793335,0.03125637,933.2203979
4,0,230.7414856,0.05218979,1375.330688
4,0,213.1855469,0.032328963,1337.91394
4,0,192.8880615,0.030729234,900.9528198
4,0,190.6496582,0.034636784,983.6693726
4,0,216.9186554,0.034618486,1039.73999
4,0,227.60112,0.032178558,1176.287598
4,0,272.1460876,0.029074214,1363.911987
4,0,291.3325195,0.022496585,1526.34668
4,0,226.3563538,0.035592467,1166.484619
4,0,232.1726074,0.042063095,1222.936768
4,0,250.4630737,0.040962014,1397.361328
4,0,257.5666199,0.036689505,1394.390991
4,0,263.3556824,0.033583846,955.7678833
4,0,261.2930603,0.013260595,900.4978027
4,0,194.2523346,0.025828432,1200.723877
4,0,199.2617645,0.053302307,1215.795288
4,0,238.7240448,0.039655354,1020.435364
4,0,233.1628723,0.021910254,1076.109253
4,0,258.2232361,0.021878554,962.7000122
4,0,254.6338348,0.019509226,922.7692871
4,0,243.6276855,0.016554717,908.1969604
4,0,238.2637024,0.015846213,867.4441528
4,0,211.7986145,0.019735357,941.0471191
4,0,190.6098022,0.033848248,865.6538696
4,1.63E-05,193.0037537,0.043305982,1070.027832
4,0,191.6823273,0.047837969,976.5603027
4,0,212.1322021,0.032633796,1079.947266
4,0,217.5544739,0.047666885,1066.100464
4,0,212.0589142,0.047698021,918.595459
4,0,217.7807159,0.055160966,1045.762573
4,0,180.2762299,0.055208322,787.6377563
4,0,185.8723145,0.050649729,911.1641235
4,0,185.6080475,0.046379808,993.9517822
4,0,185.8552399,0.030576916,1101.80957
4,0.000120505,167.5878448,0.056346238,1104.797852
4,0,165.906189,0.074608661,1155.504395
5,0,182.3544159,0.036782149,1052.635132
5,0,170.7928925,0.047528524,1024.787598
5,0,239.8104248,0.035827082,1406.569946
5,0,242.2187805,0.035618387,1348.561523
5,0,169.1903534,0.030912148,945.8935547
5,0,195.2151947,0.024970826,1077.131592
5,0,184.1602936,0.02197635,1300.227051
5,0,214.8528595,0.02746743,1486.957275
5,0,209.7875366,0.028488947,1245.420532
5,0,213.9346619,0.044703543,1274.623779
5,0,170.3979797,0.034073621,1245.999756
5,0,170.2615509,0.041409239,1195.608765
5,0,190.4753723,0.045343492,1102.00293
5,0,186.7984314,0.041302107,1141.681763
5,0,198.0544128,0.020524554,1032.51001
5,0,200.822113,0.001529723,1067.02771
5,0,148.5966187,0.008176266,808.7451782
5,0,156.3448334,0.01546083,913.239502
5,0,149.6926117,0.006961481,951.0609741
5,0,161.3371429,0.039389953,1020.802673
5,0,157.3507843,0.021148264,980.1598511
5,0,171.207016,0.018932002,1093.553711
5,0,184.2817841,0.028580647,1074.075806
5,0,218.8884735,0.044336457,1188.566772
5,0,184.0658722,0.04210674,984.0874634
5,0,184.0917816,0.040286463,1102.873413
5,0,168.6836853,0.03012673,1070.450073
5,0,165.700882,0.031981099,1200.098511
5,0,204.7690125,0.013331457,1274.294312
5,0,195.2151642,0.038333531,1278.169434
5,0,213.5198059,0.032884564,952.3848877
5,0,205.6701202,0.028999148,974.1312866
5,0,148.4093323,0.033620358,1224.914795
5,0,150.6576385,0.054798879,1265.539551
5,0,167.5764771,0.054018691,1085.457886
5,0,178.6542664,0.049407061,1174.233765
5,0,198.4474945,0.047476187,1404.071777
5,0,209.4541016,0.034018189,1449.182739
5,0,224.0049591,0.022097312,1252.148193
5,0,238.1476135,0.01202606,1396.611816
5,0,215.5088501,0.016911367,1196.141357
5,0,219.0753021,0.032521196,1215.553955
5,0,165.1246033,0.031685635,916.1708984
5,0,169.3562469,0.021796484,941.7827148
5,0,166.8690338,0.012190766,1189.927002
5,0,155.6761627,0.017546985,1139.152954
5,0,132.9981537,0.013985173,956.737793
5,0,137.9051056,0.014259035,996.1689453
5,0,156.8108978,0.014725513,1026.861572
5,0,166.3530884,0.018030867,1083.741211
5,0,165.8014984,0.021675773,1270.858398
5,0,175.7688751,0.027190797,1327.682251
5,0,143.6624603,0.036237959,1043.103516
5,0,147.6689148,0.043072734,986.0444946
5,0,174.0673676,0.040585656,1149.723877
5,0,183.2648926,0.030447487,1166.719238
5,0,205.7925873,0.02718758,1090.182495
5,0,222.1194,0.025331948,1036.962769
5,0,155.8224335,0.027405586,1015.012817
5,0,167.8756561,0.045074049,1063.621582
5,0,181.0086823,0.032275919,880.9399414
5,0,190.6429291,0.026061906,952.2351685
5,0,201.5622864,0.043561671,921.9038696
5,0,200.7194214,0.028346717,928.0232544
5,0,162.0396729,0.025792092,922.9862061
5,0,149.8471832,0.004763216,989.9578247
5,0,157.6965332,0.003583547,859.8288574
5,0,149.530777,0.036293231,876.4058838
5,0.000185883,160.7453918,0.032868523,1244.977051
5,0,159.851059,0.03639514,1208.744751
5,0,176.9469604,0.026322581,1239.201416
5,0,185.2840424,0.036572251,1171.898315
5,0,178.875824,0.038403772,883.6548462
5,0,200.8293457,0.047812857,981.2302856
5,0,155.5771942,0.051018495,738.2626343
5,0,168.9397583,0.050528575,798.4187012
5,0,159.542984,0.062355008,905.5507813
5,0,165.1727905,0.062689938,1027.635498
5,0.002024507,125.5247574,0.098190069,678.4050903
5,0,127.2580643,0.079683214,691.1044312
6,0,119.7428665,0.049144946,895.6825562
6,0,116.3104935,0.038572721,1000.914368
6,0,209.7181244,0.022576453,819.2805786
6,0,219.6962433,0.0304133,846.7253418
6,0,171.221817,0.031863891,969.5285034
6,0,172.6076508,0.028542997,1077.307739
6,0,138.7211609,0.024328789,920.1699219
6,0,151.1686859,0.033929512,956.0102539
6,0,141.2249298,0.035741303,1010.474182
6,0,146.072998,0.025268121,1022.028809
6,0,179.544693,0.033137191,1080.692383
6,0,180.7877502,0.024734963,1074.235229
6,0,196.714447,0.021432828,1020.666382
6,0,203.832016,0.021573765,1038.588989
6,0,192.7709656,3.41E-05,847.0905151
6,0,236.164032,0.043825585,944.9613037
6,0,181.5320282,0.031957086,764.2034912
6,0,214.7729034,0.03373868,1038.557251
6,0,175.2727051,0.020550916,1337.204712
6,0,268.0386353,0.033692285,1645.63562
6,0,190.9386292,0.022293288,1029.044922
6,0,314.7075806,0.045321707,1317.801392
6,0,245.9471283,0.039378159,1171.87207
6,0,428.2390747,0.067887053,1581.487183
6,0,339.7876587,0.042570584,1005.715088
6,0,560.9205933,0.090299338,1330.134521
6,0,249.953476,0.05464229,1158.558472
6,0,493.3876648,0.102762118,1525.150391
6,0,394.7671814,0.074412704,1382.277222
6,0,577.5389404,0.153329745,1722.201416
6,0,298.9364929,0.098867945,926.4088745
6,0,623.0084839,0.000161304,1401.72644
6,0,423.2591248,0.102563657,1064.413452
6,0,627.5952759,0.004068741,1394.896851
6,0,364.2333374,0.105954014,973.6228638
6,0,539.4319458,0.037415456,1164.405518
6,0,350.735321,0.092531383,908.2432861
6,0,521.3497314,0.108823031,1093.33728
6,0,341.918335,0.102578886,974.7946777
6,0,532.5489502,0.122996107,1162.027832
6,0,381.9617004,0.068743274,977.1485596
6,0,577.9144897,0.092252254,1196.75354
6,0,331.1529236,0.047276556,1052.506836
6,0,494.7381287,0.072108343,1161.168213
6,0,394.610321,0.040616881,1008.156616
6,0,472.199585,0.054232329,1146.829102
6,0,348.4318237,0.031928267,990.1112061
6,0,455.4932251,0.051432844,1251.275024
6,0,301.1065369,0.040618718,992.9311523
6,0,404.7375793,0.054329693,1118.501099
6,0,323.6469421,0.030821091,999.2028198
6,0,373.8713684,0.04204575,1074.333008
6,0,287.7190857,0.051075872,1026.792725
6,0,361.3255005,0.07329978,1110.341919
6,0,344.1894836,0.062712796,1077.362915
6,0,485.9537964,0.028556822,1127.362671
6,0,305.0853882,0.091230534,1054.681152
6,0,389.6453552,0.043579046,1088.766846
6,0,302.7269897,0.068884134,1026.698975
6,0,349.645752,0.063276403,1214.440308
6,0,301.9707336,0.068800524,1046.667358
6,0,298.2824097,0.057886861,1099.321411
6,0,256.755188,0.062450308,1005.007202
6,0,252.3033905,0.072464488,1071.288086
6,0,316.2229309,0.067650944,1008.644531
6,0,357.7424316,0.062245008,1073.444458
6,0,271.8463745,0.034739055,1032.812256
6,0,279.2496338,0.040060859,1136.574219
6,0,256.0447083,0.038206317,990.7631836
6,0,297.4801331,0.040901922,1070.456909
6,0,307.4408875,0.043122366,1016.452515
6,0,302.4477234,3.18E-05,1048.123291
6,0,254.8543091,0.000216762,1065.653442
6,0,263.6652832,0.000125754,1106.307861
6,0,259.4528198,0.000155959,1066.107666
6,0,270.603363,0.043796659,1120.570557
6,0,299.9877625,0.036793984,1064.430054
6,0,304.7732239,0.028514193,1104.605957
6,0,289.0810852,0.083653964,1037.857788
6,0,313.0045471,0.09359774,1083.924805
7,0,236.6364441,0.036433395,1078.463867
7,0,245.419754,0.033691801,1094.339844
7,0,323.6178589,0.021193629,1030.830566
7,0,325.394043,0.021570629,1070.589844
7,0,296.355835,0.016162356,1069.615967
7,0,317.6638184,0.021947969,1091.830078
7,0,308.8032227,0.042460497,1050.577881
7,0,307.2113037,0.052398395,1113.304565
7,0,251.7128754,0.02260731,1005.907593
7,0,253.5462341,0.025335187,1060.82666
7,0,226.4587708,0.040328227,1012.367615
7,0,221.370285,0.023087762,1008.151245
7,0,287.5674744,0.014548277,996.9522705
7,0,315.7722168,0.00695717,994.6813965
7,0,253.1655579,0.014191799,1052.329956
7,0,269.5816345,0.011765894,1061.34436
7,0,238.145813,0.013402829,1100.70166
7,0,256.1786194,0.026564755,1081.093506
7,0,285.8207092,0.018933738,1070.418335
7,0,310.0701599,0.03026245,1068.525146
7,0,307.9322205,0.042631391,1097.64209
7,0,317.8979187,0.047420423,1092.240479
7,0,289.8127441,0.043358102,1013.479065
7,0,303.8717346,0.031850778,1005.619019
7,0,309.3618774,0.049378254,1019.587708
7,0,313.068573,0.059995335,1020.156494
7,0,223.7028961,0.045728717,1069.911743
7,0,223.23172,0.025136031,1073.418091
7,0,265.7469482,0.04034996,1057.280762
7,0,271.6783142,0.025570894,1049.332642
7,0,275.8124695,0.034230407,1061.400146
7,0,280.8173523,0.035024434,1054.220215
7,0,276.8381348,0.035759863,995.3637695
7,0,295.9863586,0.040119506,1024.247559
7,0,269.1072998,0.052429125,1003.93988
7,0,275.7882996,0.046003036,1010.446228
7,0,281.4821472,0.049958933,992.2701416
7,0,285.4598694,0.056437645,999.6501465
7,0,298.4613037,0.018089907,1028.803101
7,0,314.1716003,0.031512916,1034.518066
7,0,281.9919739,0.034945603,1050.518799
7,0,288.6092224,0.040387973,1073.450684
7,0,288.8045654,0.023204688,1109.585938
7,0,307.9998779,0.025127998,1110.787109
7,0,287.9237976,0.041317895,1080.601318
7,0,285.9681091,0.035464872,1065.888428
7,0,231.8049469,0.035611056,1036.994873
7,0,250.3227844,0.030903729,1034.231689
7,0,253.2629852,0.020686122,1022.833496
7,0,272.1081848,0.00232941,1016.183472
7,0,266.514679,0.003470586,987.7965088
7,0,279.6841431,0.00385652,983.2501221
7,0,248.7161713,0.003835899,1010.752686
7,0,258.3196716,0.007466261,1023.000427
7,0,268.9589233,0.021511439,1060.251587
7,0,284.7010803,0.023897013,1053.687744
7,0,253.9472809,0.022652572,1036.882446
7,0,270.7172852,0.014534834,1012.776733
7,0,232.8112335,0.015215704,993.5600586
7,0,225.1155396,0.01534049,998.2336426
7,0,247.6529541,0.00431679,993.6887207
7,0,274.1741638,0.015484191,982.8718872
7,0,236.5317078,0.015700584,1024.369751
7,0,243.0163116,0.017234739,1021.546997
7,0,287.4721375,0.016012331,966.4206543
7,0,306.7999573,0.01625528,961.9505005
7,0,266.7327271,0.021646515,1026.910156
7,0,293.8930664,0.020835804,1016.038879
7,0,339.2565613,0.023528581,940.6179199
7,0,382.651886,0.036518987,949.5645142
